,angle,method_name,MAE,RMSE,SNR,PEARSON,Acccuracy,dataset_name
209,15.0,GREEN,17.993607954545453,24.491524838795407,-11.248574185394864,0.04843579407991883,17.272727272727273,RLAP
210,20.0,GREEN,15.133167613636363,22.19493394638539,-10.158093272257702,-0.06211070243435749,26.818181818181817,RLAP
211,25.0,GREEN,14.038529829545455,20.09288805085435,-9.81804164267829,0.17864535839485046,32.72727272727273,RLAP
212,30.0,GREEN,12.680220170454545,19.114213318921212,-9.36954759072814,0.3129664467697138,36.81818181818182,RLAP
213,35.0,GREEN,11.569602272727273,18.351335960592348,-8.687735019742313,0.2997495207867398,40.90909090909091,RLAP
214,40.0,GREEN,10.498934659090908,17.081313820934685,-8.056579170025984,0.3981652757112668,43.18181818181818,RLAP
215,45.0,GREEN,9.891690340909092,16.770137612322134,-7.410855134167995,0.3498949593041783,48.18181818181818,RLAP
216,50.0,GREEN,9.156605113636363,16.30989613573464,-6.827686621593743,0.3632676821120313,53.63636363636363,RLAP
217,60.0,GREEN,8.173828125,15.47610273663436,-5.746091910166226,0.436013287794446,59.54545454545455,RLAP
218,70.0,GREEN,8.61328125,17.853227260375583,-5.233337459236984,0.30962019215895764,57.27272727272727,RLAP
219,90.0,GREEN,7.6145241477272725,15.539499958491616,-5.046054415644419,0.38955531610776184,64.0909090909091,RLAP
220,15.0,ICA,8.397549715909092,15.057515934632617,-5.4291324010405,0.37574441459553337,54.09090909090909,RLAP
221,20.0,ICA,5.720880681818182,11.4472727290882,-2.543874500537331,0.5321967600335512,65.0,RLAP
222,25.0,ICA,4.034978693181818,9.979641738774305,-0.4068416672389953,0.600147946836103,75.45454545454545,RLAP
223,30.0,ICA,3.3478338068181817,8.561598479078347,0.31576974783417366,0.6977191851991397,79.0909090909091,RLAP
224,35.0,ICA,3.0841619318181817,8.044840596759686,1.0975940636646722,0.7190116914726784,79.54545454545455,RLAP
225,40.0,ICA,2.7965198863636362,7.868319762003237,1.5611215972873997,0.7375313161227689,83.18181818181819,RLAP
226,45.0,ICA,2.4369673295454546,6.925586565676255,1.6369519097843497,0.776643496819467,83.18181818181819,RLAP
227,50.0,ICA,2.325106534090909,6.784212281251038,1.7256999597576714,0.7854629479032955,83.63636363636364,RLAP
228,60.0,ICA,2.5328480113636362,7.485024499865254,1.8288386322744148,0.731941539697383,83.63636363636364,RLAP
229,70.0,ICA,2.1732954545454546,6.600580085924504,1.964886402376353,0.7894149571448247,82.72727272727273,RLAP
230,90.0,ICA,2.3890269886363638,7.2194927603596675,1.6825622563830485,0.756033274020277,82.27272727272727,RLAP
231,15.0,LGI,2.8364701704545454,7.516855892133841,-1.980925302457745,0.7758088685568445,79.54545454545455,RLAP
